37502 104840
0 36223 2000000000
0 36217 2000000000
0 36211 2000000000
0 36205 2000000000
0 36199 2000000000
0 36193 2000000000
0 36187 2000000000
0 36181 2000000000
0 36175 2000000000
0 36169 2000000000
0 36163 2000000000
0 36157 2000000000
0 36151 2000000000
0 36145 2000000000
0 36139 2000000000
0 36133 2000000000
0 36127 2000000000
0 36121 2000000000
0 36115 2000000000
0 36109 2000000000
0 36103 2000000000
0 36097 2000000000
0 36091 2000000000
0 36085 2000000000
0 36079 2000000000
0 36073 2000000000
0 36067 2000000000
0 36061 2000000000
0 36055 2000000000
0 36049 2000000000
0 36043 2000000000
0 36037 2000000000
0 36031 2000000000
0 36025 2000000000
0 36019 2000000000
0 36013 2000000000
0 36007 2000000000
0 36001 2000000000
0 35995 2000000000
0 35989 2000000000
0 35983 2000000000
0 35977 2000000000
0 35971 2000000000
0 35965 2000000000
0 35959 2000000000
0 35953 2000000000
0 35947 2000000000
0 35941 2000000000
0 35935 2000000000
0 35929 2000000000
0 35923 2000000000
0 35917 2000000000
0 35911 2000000000
0 35905 2000000000
0 35899 2000000000
0 35893 2000000000
0 35887 2000000000
0 35881 2000000000
0 35875 2000000000
0 35869 2000000000
0 35863 2000000000
0 35857 2000000000
0 35851 2000000000
0 35845 2000000000
0 35839 2000000000
0 35833 2000000000
0 35827 2000000000
0 35821 2000000000
0 35815 2000000000
0 35809 2000000000
0 35803 2000000000
0 35797 2000000000
0 35791 2000000000
0 35785 2000000000
0 35779 2000000000
0 35773 2000000000
0 35767 2000000000
0 35761 2000000000
0 35755 2000000000
0 35749 2000000000
0 35743 2000000000
0 35737 2000000000
0 35731 2000000000
0 35725 2000000000
0 35719 2000000000
0 35713 2000000000
0 35707 2000000000
0 35701 2000000000
0 35695 2000000000
0 35689 2000000000
0 35683 2000000000
0 35677 2000000000
0 35671 2000000000
0 35665 2000000000
0 35659 2000000000
0 35653 2000000000
0 35647 2000000000
0 35641 2000000000
0 35635 2000000000
0 35629 2000000000
0 35623 2000000000
0 35617 2000000000
0 35611 2000000000
0 35605 2000000000
0 35599 2000000000
0 35593 2000000000
0 35587 2000000000
0 35581 2000000000
0 35575 2000000000
0 35569 2000000000
0 35563 2000000000
0 35557 2000000000
0 35551 2000000000
0 35545 2000000000
0 35539 2000000000
0 35533 2000000000
0 35527 2000000000
0 35521 2000000000
0 35515 2000000000
0 35509 2000000000
0 35503 2000000000
0 35497 2000000000
0 35491 2000000000
0 35485 2000000000
0 35479 2000000000
0 35473 2000000000
0 35467 2000000000
0 35461 2000000000
0 35455 2000000000
0 35449 2000000000
0 35443 2000000000
0 35437 2000000000
0 35431 2000000000
0 35425 2000000000
0 35419 2000000000
0 35413 2000000000
0 35407 2000000000
0 35401 2000000000
0 35395 2000000000
0 35389 2000000000
0 35383 2000000000
0 35377 2000000000
0 35371 2000000000
0 35365 2000000000
0 35359 2000000000
0 35353 2000000000
0 35347 2000000000
0 35341 2000000000
0 35335 2000000000
0 35329 2000000000
0 35323 2000000000
0 35317 2000000000
0 35311 2000000000
0 35305 2000000000
0 35299 2000000000
0 35293 2000000000
0 35287 2000000000
0 35281 2000000000
0 35275 2000000000
0 35269 2000000000
0 35263 2000000000
0 35257 2000000000
0 35251 2000000000
0 35245 2000000000
0 35239 2000000000
0 35233 2000000000
0 35227 2000000000
0 35221 2000000000
0 35215 2000000000
0 35209 2000000000
0 35203 2000000000
0 35197 2000000000
0 35191 2000000000
0 35185 2000000000
0 35179 2000000000
0 35173 2000000000
0 35167 2000000000
0 35161 2000000000
0 35155 2000000000
0 35149 2000000000
0 35143 2000000000
0 35137 2000000000
0 35131 2000000000
0 35125 2000000000
0 35119 2000000000
0 35113 2000000000
0 35107 2000000000
0 35101 2000000000
0 35095 2000000000
0 35089 2000000000
0 35083 2000000000
0 35077 2000000000
0 35071 2000000000
0 35065 2000000000
0 35059 2000000000
0 35053 2000000000
0 35047 2000000000
0 35041 2000000000
0 35035 2000000000
0 35029 2000000000
0 35023 2000000000
0 35017 2000000000
0 35011 2000000000
0 35005 2000000000
0 34999 2000000000
0 34993 2000000000
0 34987 2000000000
0 34981 2000000000
0 34975 2000000000
0 34969 2000000000
0 34963 2000000000
0 34957 2000000000
0 34951 2000000000
0 34945 2000000000
0 34939 2000000000
0 34933 2000000000
0 34927 2000000000
0 34921 2000000000
0 34915 2000000000
0 34909 2000000000
0 34903 2000000000
0 34897 2000000000
0 34891 2000000000
0 34885 2000000000
0 34879 2000000000
0 34873 2000000000
0 34867 2000000000
0 34861 2000000000
0 34855 2000000000
0 34849 2000000000
0 34843 2000000000
0 34837 2000000000
0 34831 2000000000
0 34825 2000000000
0 34819 2000000000
0 34813 2000000000
0 34807 2000000000
0 34801 2000000000
0 34795 2000000000
0 34789 2000000000
0 34783 2000000000
0 34777 2000000000
0 34771 2000000000
0 34765 2000000000
0 34759 2000000000
0 34753 2000000000
0 34747 2000000000
0 34741 2000000000
0 34735 2000000000
0 34729 2000000000
0 34723 2000000000
0 34717 2000000000
0 34711 2000000000
0 34705 2000000000
0 34699 2000000000
0 34693 2000000000
0 34687 2000000000
0 34681 2000000000
0 34675 2000000000
0 34669 2000000000
0 34663 2000000000
0 34657 2000000000
0 34651 2000000000
0 34645 2000000000
0 34639 2000000000
0 34633 2000000000
0 34627 2000000000
0 34621 2000000000
0 34615 2000000000
0 34609 2000000000
0 34603 2000000000
0 34597 2000000000
0 34591 2000000000
0 34585 2000000000
0 34579 2000000000
0 34573 2000000000
0 34567 2000000000
0 34561 2000000000
0 34555 2000000000
0 34549 2000000000
0 34543 2000000000
0 34537 2000000000
0 34531 2000000000
0 34525 2000000000
0 34519 2000000000
0 34513 2000000000
0 34507 2000000000
0 34501 2000000000
0 34495 2000000000
0 34489 2000000000
0 34483 2000000000
0 34477 2000000000
0 34471 2000000000
0 34465 2000000000
0 34459 2000000000
0 34453 2000000000
0 34447 2000000000
0 34441 2000000000
0 34435 2000000000
0 34429 2000000000
0 34423 2000000000
0 34417 2000000000
0 34411 2000000000
0 34405 2000000000
0 34399 2000000000
0 34393 2000000000
0 34387 2000000000
0 34381 2000000000
0 34375 2000000000
0 34369 2000000000
0 34363 2000000000
0 34357 2000000000
0 34351 2000000000
0 34345 2000000000
0 34339 2000000000
0 34333 2000000000
0 34327 2000000000
0 34321 2000000000
0 34315 2000000000
0 34309 2000000000
0 34303 2000000000
0 34297 2000000000
0 34291 2000000000
0 34285 2000000000
0 34279 2000000000
0 34273 2000000000
0 34267 2000000000
0 34261 2000000000
0 34255 2000000000
0 34249 2000000000
0 34243 2000000000
0 34237 2000000000
0 34231 2000000000
0 34225 2000000000
0 34219 2000000000
0 34213 2000000000
0 34207 2000000000
0 34201 2000000000
0 34195 2000000000
0 34189 2000000000
0 34183 2000000000
0 34177 2000000000
0 34171 2000000000
0 34165 2000000000
0 34159 2000000000
0 34153 2000000000
0 34147 2000000000
0 34141 2000000000
0 34135 2000000000
0 34129 2000000000
0 34123 2000000000
0 34117 2000000000
0 34111 2000000000
0 34105 2000000000
0 34099 2000000000
0 34093 2000000000
0 34087 2000000000
0 34081 2000000000
0 34075 2000000000
0 34069 2000000000
0 34063 2000000000
0 34057 2000000000
0 34051 2000000000
0 34045 2000000000
0 34039 2000000000
0 34033 2000000000
0 34027 2000000000
0 34021 2000000000
0 34015 2000000000
0 34009 2000000000
0 34003 2000000000
0 33997 2000000000
0 33991 2000000000
0 33985 2000000000
0 33979 2000000000
0 33973 2000000000
0 33967 2000000000
0 33961 2000000000
0 33955 2000000000
0 33949 2000000000
0 33943 2000000000
0 33937 2000000000
0 33931 2000000000
0 33925 2000000000
0 33919 2000000000
0 33913 2000000000
0 33907 2000000000
0 33901 2000000000
0 33895 2000000000
0 33889 2000000000
0 33883 2000000000
0 33877 2000000000
0 33871 2000000000
0 33865 2000000000
0 33859 2000000000
0 33853 2000000000
0 33847 2000000000
0 33841 2000000000
0 33835 2000000000
0 33829 2000000000
0 33823 2000000000
0 33817 2000000000
0 33811 2000000000
0 33805 2000000000
0 33799 2000000000
0 33793 2000000000
0 33787 2000000000
0 33781 2000000000
0 33775 2000000000
0 33769 2000000000
0 33763 2000000000
0 33757 2000000000
0 33751 2000000000
0 33745 2000000000
0 33739 2000000000
0 33733 2000000000
0 33727 2000000000
0 33721 2000000000
0 33715 2000000000
0 33709 2000000000
0 33703 2000000000
0 33697 2000000000
0 33691 2000000000
0 33685 2000000000
0 33679 2000000000
0 33673 2000000000
0 33667 2000000000
0 33661 2000000000
0 33655 2000000000
0 33649 2000000000
0 33643 2000000000
0 33637 2000000000
0 33631 2000000000
0 33625 2000000000
0 33619 2000000000
0 33613 2000000000
0 33607 2000000000
0 33601 2000000000
0 33595 2000000000
0 33589 2000000000
0 33583 2000000000
0 33577 2000000000
0 33571 2000000000
0 33565 2000000000
0 33559 2000000000
0 33553 2000000000
0 33547 2000000000
0 33541 2000000000
0 33535 2000000000
0 33529 2000000000
0 33523 2000000000
0 33517 2000000000
0 33511 2000000000
0 33505 2000000000
0 33499 2000000000
0 33493 2000000000
0 33487 2000000000
0 33481 2000000000
0 33475 2000000000
0 33469 2000000000
0 33463 2000000000
0 33457 2000000000
0 33451 2000000000
0 33445 2000000000
0 33439 2000000000
0 33433 2000000000
0 33427 2000000000
0 33421 2000000000
0 33415 2000000000
0 33409 2000000000
0 33403 2000000000
0 33397 2000000000
0 33391 2000000000
0 33385 2000000000
0 33379 2000000000
0 33373 2000000000
0 33367 2000000000
0 33361 2000000000
0 33355 2000000000
0 33349 2000000000
0 33343 2000000000
0 33337 2000000000
0 33331 2000000000
0 33325 2000000000
0 33319 2000000000
0 33313 2000000000
0 33307 2000000000
0 33301 2000000000
0 33295 2000000000
0 33289 2000000000
0 33283 2000000000
0 33277 2000000000
0 33271 2000000000
0 33265 2000000000
0 33259 2000000000
0 33253 2000000000
0 33247 2000000000
0 33241 2000000000
0 33235 2000000000
0 33229 2000000000
0 33223 2000000000
0 33217 2000000000
0 33211 2000000000
0 33205 2000000000
0 33199 2000000000
0 33193 2000000000
0 33187 2000000000
0 33181 2000000000
0 33175 2000000000
0 33169 2000000000
0 33163 2000000000
0 33157 2000000000
0 33151 2000000000
0 33145 2000000000
0 33139 2000000000
0 33133 2000000000
0 33127 2000000000
0 33121 2000000000
0 33115 2000000000
0 33109 2000000000
0 33103 2000000000
0 33097 2000000000
0 33091 2000000000
0 33085 2000000000
0 33079 2000000000
0 33073 2000000000
0 33067 2000000000
0 33061 2000000000
0 33055 2000000000
0 33049 2000000000
0 33043 2000000000
0 33037 2000000000
0 33031 2000000000
0 33025 2000000000
0 33019 2000000000
0 33013 2000000000
0 33007 2000000000
0 33001 2000000000
0 32995 2000000000
0 32989 2000000000
0 32983 2000000000
0 32977 2000000000
0 32971 2000000000
0 32965 2000000000
0 32959 2000000000
0 32953 2000000000
0 32947 2000000000
0 32941 2000000000
0 32935 2000000000
0 32929 2000000000
0 32923 2000000000
0 32917 2000000000
0 32911 2000000000
0 32905 2000000000
0 32899 2000000000
0 32893 2000000000
0 32887 2000000000
0 32881 2000000000
0 32875 2000000000
0 32869 2000000000
0 32863 2000000000
0 32857 2000000000
0 32851 2000000000
0 32845 2000000000
0 32839 2000000000
0 32833 2000000000
0 32827 2000000000
0 32821 2000000000
0 32815 2000000000
0 32809 2000000000
0 32803 2000000000
0 32797 2000000000
0 32791 2000000000
0 32785 2000000000
0 32779 2000000000
0 32773 2000000000
0 32767 2000000000
0 32761 2000000000
0 32755 2000000000
0 32749 2000000000
0 32743 2000000000
0 32737 2000000000
0 32731 2000000000
0 32725 2000000000
0 32719 2000000000
0 32713 2000000000
0 32707 2000000000
0 32701 2000000000
0 32695 2000000000
0 32689 2000000000
0 32683 2000000000
0 32677 2000000000
0 32671 2000000000
0 32665 2000000000
0 32659 2000000000
0 32653 2000000000
0 32647 2000000000
0 32641 2000000000
0 32635 2000000000
0 32629 2000000000
0 32623 2000000000
0 32617 2000000000
0 32611 2000000000
0 32605 2000000000
0 32599 2000000000
0 32593 2000000000
0 32587 2000000000
0 32581 2000000000
0 32575 2000000000
0 32569 2000000000
0 32563 2000000000
0 32557 2000000000
0 32551 2000000000
0 32545 2000000000
0 32539 2000000000
0 32533 2000000000
0 32527 2000000000
0 32521 2000000000
0 32515 2000000000
0 32509 2000000000
0 32503 2000000000
0 32497 2000000000
0 32491 2000000000
0 32485 2000000000
0 32479 2000000000
0 32473 2000000000
0 32467 2000000000
0 32461 2000000000
0 32455 2000000000
0 32449 2000000000
0 32443 2000000000
0 32437 2000000000
0 32431 2000000000
0 32425 2000000000
0 32419 2000000000
0 32413 2000000000
0 32407 2000000000
0 32401 2000000000
0 32395 2000000000
0 32389 2000000000
0 32383 2000000000
0 32377 2000000000
0 32371 2000000000
0 32365 2000000000
0 32359 2000000000
0 32353 2000000000
0 32347 2000000000
0 32341 2000000000
0 32335 2000000000
0 32329 2000000000
0 32323 2000000000
0 32317 2000000000
0 32311 2000000000
0 32305 2000000000
0 32299 2000000000
0 32293 2000000000
0 32287 2000000000
0 32281 2000000000
0 32275 2000000000
0 32269 2000000000
0 32263 2000000000
0 32257 2000000000
0 32251 2000000000
0 32245 2000000000
0 32239 2000000000
0 32233 2000000000
0 32227 2000000000
0 32221 2000000000
0 32215 2000000000
0 32209 2000000000
0 32203 2000000000
0 32197 2000000000
0 32191 2000000000
0 32185 2000000000
0 32179 2000000000
0 32173 2000000000
0 32167 2000000000
0 32161 2000000000
0 32155 2000000000
0 32149 2000000000
0 32143 2000000000
0 32137 2000000000
0 32131 2000000000
0 32125 2000000000
0 32119 2000000000
0 32113 2000000000
0 32107 2000000000
0 32101 2000000000
0 32095 2000000000
0 32089 2000000000
0 32083 2000000000
0 32077 2000000000
0 32071 2000000000
0 32065 2000000000
0 32059 2000000000
0 32053 2000000000
0 32047 2000000000
0 32041 2000000000
0 32035 2000000000
0 32029 2000000000
0 32023 2000000000
0 32017 2000000000
0 32011 2000000000
0 32005 2000000000
0 31999 2000000000
0 31993 2000000000
0 31987 2000000000
0 31981 2000000000
0 31975 2000000000
0 31969 2000000000
0 31963 2000000000
0 31957 2000000000
0 31951 2000000000
0 31945 2000000000
0 31939 2000000000
0 31933 2000000000
0 31927 2000000000
0 31921 2000000000
0 31915 2000000000
0 31909 2000000000
0 31903 2000000000
0 31897 2000000000
0 31891 2000000000
0 31885 2000000000
0 31879 2000000000
0 31873 2000000000
0 31867 2000000000
0 31861 2000000000
0 31855 2000000000
0 31849 2000000000
0 31843 2000000000
0 31837 2000000000
0 31831 2000000000
0 31825 2000000000
0 31819 2000000000
0 31813 2000000000
0 31807 2000000000
0 31801 2000000000
0 31795 2000000000
0 31789 2000000000
0 31783 2000000000
0 31777 2000000000
0 31771 2000000000
0 31765 2000000000
0 31759 2000000000
0 31753 2000000000
0 31747 2000000000
0 31741 2000000000
0 31735 2000000000
0 31729 2000000000
0 31723 2000000000
0 31717 2000000000
0 31711 2000000000
0 31705 2000000000
0 31699 2000000000
0 31693 2000000000
0 31687 2000000000
0 31681 2000000000
0 31675 2000000000
0 31669 2000000000
0 31663 2000000000
0 31657 2000000000
0 31651 2000000000
0 31645 2000000000
0 31639 2000000000
0 31633 2000000000
0 31627 2000000000
0 31621 2000000000
0 31615 2000000000
0 31609 2000000000
0 31603 2000000000
0 31597 2000000000
0 31591 2000000000
0 31585 2000000000
0 31579 2000000000
0 31573 2000000000
0 31567 2000000000
0 31561 2000000000
0 31555 2000000000
0 31549 2000000000
0 31543 2000000000
0 31537 2000000000
0 31531 2000000000
0 31525 2000000000
0 31519 2000000000
0 31513 2000000000
0 31507 2000000000
0 31501 2000000000
0 31495 2000000000
0 31489 2000000000
0 31483 2000000000
0 31477 2000000000
0 31471 2000000000
0 31465 2000000000
0 31459 2000000000
0 31453 2000000000
0 31447 2000000000
0 31441 2000000000
0 31435 2000000000
0 31429 2000000000
0 31423 2000000000
0 31417 2000000000
0 31411 2000000000
0 31405 2000000000
0 31399 2000000000
0 31393 2000000000
0 31387 2000000000
0 31381 2000000000
0 31375 2000000000
0 31369 2000000000
0 31363 2000000000
0 31357 2000000000
0 31351 2000000000
0 31345 2000000000
0 31339 2000000000
0 31333 2000000000
0 31327 2000000000
0 31321 2000000000
0 31315 2000000000
0 31309 2000000000
0 31303 2000000000
0 31297 2000000000
0 31291 2000000000
0 31285 2000000000
0 31279 2000000000
0 31273 2000000000
0 31267 2000000000
0 31261 2000000000
0 31255 2000000000
0 31249 2000000000
0 31243 2000000000
0 31237 2000000000
0 31231 2000000000
0 31225 2000000000
0 31219 2000000000
0 31213 2000000000
0 31207 2000000000
0 31201 2000000000
0 31195 2000000000
0 31189 2000000000
0 31183 2000000000
0 31177 2000000000
0 31171 2000000000
0 31165 2000000000
0 31159 2000000000
0 31153 2000000000
0 31147 2000000000
0 31141 2000000000
0 31135 2000000000
0 31129 2000000000
0 31123 2000000000
0 31117 2000000000
0 31111 2000000000
0 31105 2000000000
0 31099 2000000000
0 31093 2000000000
0 31087 2000000000
0 31081 2000000000
0 31075 2000000000
0 31069 2000000000
0 31063 2000000000
0 31057 2000000000
0 31051 2000000000
0 31045 2000000000
0 31039 2000000000
0 31033 2000000000
0 31027 2000000000
0 31021 2000000000
0 31015 2000000000
0 31009 2000000000
0 31003 2000000000
0 30997 2000000000
0 30991 2000000000
0 30985 2000000000
0 30979 2000000000
0 30973 2000000000
0 30967 2000000000
0 30961 2000000000
0 30955 2000000000
0 30949 2000000000
0 30943 2000000000
0 30937 2000000000
0 30931 2000000000
0 30925 2000000000
0 30919 2000000000
0 30913 2000000000
0 30907 2000000000
0 30901 2000000000
0 30895 2000000000
0 30889 2000000000
0 30883 2000000000
0 30877 2000000000
0 30871 2000000000
0 30865 2000000000
0 30859 2000000000
0 30853 2000000000
0 30847 2000000000
0 30841 2000000000
0 30835 2000000000
0 30829 2000000000
0 30823 2000000000
0 30817 2000000000
0 30811 2000000000
0 30805 2000000000
0 30799 2000000000
0 30793 2000000000
0 30787 2000000000
0 30781 2000000000
0 30775 2000000000
0 30769 2000000000
0 30763 2000000000
0 30757 2000000000
0 30751 2000000000
0 30745 2000000000
0 30739 2000000000
0 30733 2000000000
0 30727 2000000000
0 30721 2000000000
0 30715 2000000000
0 30709 2000000000
0 30703 2000000000
0 30697 2000000000
0 30691 2000000000
0 30685 2000000000
0 30679 2000000000
0 30673 2000000000
0 30667 2000000000
0 30661 2000000000
0 30655 2000000000
0 30649 2000000000
0 30643 2000000000
0 30637 2000000000
0 30631 2000000000
0 30625 2000000000
0 30619 2000000000
0 30613 2000000000
0 30607 2000000000
0 30601 2000000000
0 30595 2000000000
0 30589 2000000000
0 30583 2000000000
0 30577 2000000000
0 30571 2000000000
0 30565 2000000000
0 30559 2000000000
0 30553 2000000000
0 30547 2000000000
0 30541 2000000000
0 30535 2000000000
0 30529 2000000000
0 30523 2000000000
0 30517 2000000000
0 30511 2000000000
0 30505 2000000000
0 30499 2000000000
0 30493 2000000000
0 30487 2000000000
0 30481 2000000000
0 30475 2000000000
0 30469 2000000000
0 30463 2000000000
0 30457 2000000000
0 30451 2000000000
0 30445 2000000000
0 30439 2000000000
0 30433 2000000000
0 30427 2000000000
0 30421 2000000000
0 30415 2000000000
0 30409 2000000000
0 30403 2000000000
0 30397 2000000000
0 30391 2000000000
0 30385 2000000000
0 30379 2000000000
0 30373 2000000000
0 30367 2000000000
0 30361 2000000000
0 30355 2000000000
0 30349 2000000000
0 30343 2000000000
0 30337 2000000000
0 30331 2000000000
0 30325 2000000000
0 30319 2000000000
0 30313 2000000000
0 30307 2000000000
0 30301 2000000000
0 30295 2000000000
0 30289 2000000000
0 30283 2000000000
0 30277 2000000000
0 30271 2000000000
0 30265 2000000000
0 30259 2000000000
0 30253 2000000000
0 30247 2000000000
0 30241 2000000000
0 30235 2000000000
0 30229 2000000000
0 30223 2000000000
0 30217 2000000000
0 30211 2000000000
0 30205 2000000000
0 30199 2000000000
0 30193 2000000000
0 30187 2000000000
0 30181 2000000000
0 30175 2000000000
0 30169 2000000000
0 30163 2000000000
0 30157 2000000000
0 30151 2000000000
0 30145 2000000000
0 30139 2000000000
0 30133 2000000000
0 30127 2000000000
0 30121 2000000000
0 30115 2000000000
0 30109 2000000000
0 30103 2000000000
0 30097 2000000000
0 30091 2000000000
0 30085 2000000000
0 30079 2000000000
0 30073 2000000000
0 30067 2000000000
0 30061 2000000000
0 30055 2000000000
0 30049 2000000000
0 30043 2000000000
0 30037 2000000000
0 30031 2000000000
0 30025 2000000000
0 30019 2000000000
0 30013 2000000000
0 30007 2000000000
0 30001 2000000000
0 29995 2000000000
0 29989 2000000000
0 29983 2000000000
0 29977 2000000000
0 29971 2000000000
0 29965 2000000000
0 29959 2000000000
0 29953 2000000000
0 29947 2000000000
0 29941 2000000000
0 29935 2000000000
0 29929 2000000000
0 29923 2000000000
0 29917 2000000000
0 29911 2000000000
0 29905 2000000000
0 29899 2000000000
0 29893 2000000000
0 29887 2000000000
0 29881 2000000000
0 29875 2000000000
0 29869 2000000000
0 29863 2000000000
0 29857 2000000000
0 29851 2000000000
0 29845 2000000000
0 29839 2000000000
0 29833 2000000000
0 29827 2000000000
0 29821 2000000000
0 29815 2000000000
0 29809 2000000000
0 29803 2000000000
0 29797 2000000000
0 29791 2000000000
0 29785 2000000000
0 29779 2000000000
0 29773 2000000000
0 29767 2000000000
0 29761 2000000000
0 29755 2000000000
0 29749 2000000000
0 29743 2000000000
0 29737 2000000000
0 29731 2000000000
0 29725 2000000000
0 29719 2000000000
0 29713 2000000000
0 29707 2000000000
0 29701 2000000000
0 29695 2000000000
0 29689 2000000000
0 29683 2000000000
0 29677 2000000000
0 29671 2000000000
0 29665 2000000000
0 29659 2000000000
0 29653 2000000000
0 29647 2000000000
0 29641 2000000000
0 29635 2000000000
0 29629 2000000000
0 29623 2000000000
0 29617 2000000000
0 29611 2000000000
0 29605 2000000000
0 29599 2000000000
0 29593 2000000000
0 29587 2000000000
0 29581 2000000000
0 29575 2000000000
0 29569 2000000000
0 29563 2000000000
0 29557 2000000000
0 29551 2000000000
0 29545 2000000000
0 29539 2000000000
0 29533 2000000000
0 29527 2000000000
0 29521 2000000000
0 29515 2000000000
0 29509 2000000000
0 29503 2000000000
0 29497 2000000000
0 29491 2000000000
0 29485 2000000000
0 29479 2000000000
0 29473 2000000000
0 29467 2000000000
0 29461 2000000000
0 29455 2000000000
0 29449 2000000000
0 29443 2000000000
0 29437 2000000000
0 29431 2000000000
0 29425 2000000000
0 29419 2000000000
0 29413 2000000000
0 29407 2000000000
0 29401 2000000000
0 29395 2000000000
0 29389 2000000000
0 29383 2000000000
0 29377 2000000000
0 29371 2000000000
0 29365 2000000000
0 29359 2000000000
0 29353 2000000000
0 29347 2000000000
0 29341 2000000000
0 29335 2000000000
0 29329 2000000000
0 29323 2000000000
0 29317 2000000000
0 29311 2000000000
0 29305 2000000000
0 29299 2000000000
0 29293 2000000000
0 29287 2000000000
0 29281 2000000000
0 29275 2000000000
0 29269 2000000000
0 29263 2000000000
0 29257 2000000000
0 29251 2000000000
0 29245 2000000000
0 29239 2000000000
0 29233 2000000000
0 29227 2000000000
0 29221 2000000000
0 29215 2000000000
0 29209 2000000000
0 29203 2000000000
0 29197 2000000000
0 29191 2000000000
0 29185 2000000000
0 29179 2000000000
0 29173 2000000000
0 29167 2000000000
0 29161 2000000000
0 29155 2000000000
0 29149 2000000000
0 29143 2000000000
0 29137 2000000000
0 29131 2000000000
0 29125 2000000000
0 29119 2000000000
0 29113 2000000000
